-41.2256405578184,174.202525261334
-41.2297909484434,174.197520378521
-41.229668878131,174.199717644146
-41.2290585265684,174.201304558209
-41.2275936828184,174.202159050396
-36.175957940631,175.134532097271
-36.1752255187559,175.120860222271
-36.1865780578184,175.095347526959
-36.2056210265685,175.080821159771
-36.2278378234435,175.100352409771
-36.2283261046935,175.114024284771
-36.2266171203184,175.130869987896
-36.2219784484434,175.146006706646
-36.2135555968809,175.154917839459
-36.200860284381,175.154917839459
-36.1904843078184,175.147593620709
-36.1823055968809,175.138682487896
-41.2299130187559,174.195933464459
-41.2299130187559,174.196421745709
-41.2299130187559,174.196543816021
-41.2300350890684,174.196910026959
-41.2300350890684,174.197276237896
-41.2299130187559,174.197398308209
-41.2297909484434,174.197520378521
-41.2297909484434,174.197154167584
-41.2299130187559,174.196421745709
-43.2690975890685,172.499034050396
-43.2794735656309,172.703990105084
-43.2775204406309,172.722422722271
-43.272149346881,172.738047722271
-43.2654354796934,172.745494011334
-43.2572567687559,172.750498894146
-43.2302792296934,172.774058464459
-43.1886532531309,172.796885612896
-43.1689999328184,172.811167839459
-43.127862237506,172.887950066021
-43.1028378234434,172.915049675396
-43.0914852843809,172.948252800396
-43.0669491515684,173.083262566021
-43.0392391906309,173.131480339459
-43.032403253131,173.140147331646
-43.0237362609434,173.144419792584
-43.0125057921934,173.147959831646
-43.0024960265684,173.153697136334
-42.9867489562559,173.195078972271
-42.983575128131,173.223399284771
-42.9807675109434,173.234385612896
-42.9607479796934,173.277964714459
-42.9539120421935,173.287242058209
-42.9468319640684,173.291026237896
-42.9329159484434,173.293467644146
-42.9277889953185,173.300059441021
-42.9243710265684,173.308848503521
-42.9157040343809,173.318369987896
-42.9034970031309,173.325450066021
-42.8977596984434,173.326182487896
-42.8922665343809,173.324839714459
-42.8809139953184,173.325205925396
-42.8616268859434,173.320567253521
-42.8513729796934,173.322520378521
-42.8394100890684,173.353770378521
-42.8215878234434,173.372935417584
-42.8002255187559,173.387950066021
-42.7654354796934,173.398936394146
-42.6414120421934,173.476573112896
-42.6390927062559,173.471202019146
-42.6367733703184,173.467173698834
-42.6349423156309,173.462412956646
-42.6345761046934,173.455454948834
-42.6271298156309,173.455454948834
-42.6101620421934,173.499522331646
-42.5732968078185,173.523203972271
-42.5294735656309,173.538828972271
-42.4911434875059,173.558604362896
-42.4434139953185,173.611094597271
-42.435967706256,173.623667839459
-42.4327938781309,173.634165886334
-42.4186337218809,173.655528191021
-42.4154598937559,173.668467644146
-42.4174130187559,173.683726433209
-42.4229061828185,173.695078972271
-42.4434139953185,173.715586784771
-42.4367001281309,173.723155144146
-42.4291317687559,173.729746941021
-42.4197323546934,173.722911003521
-42.4041073546934,173.705821159771
-42.3949520812559,173.701914909771
-42.3785946593809,173.703623894146
-42.3704159484434,173.711070183209
-42.3648007140684,173.721690300396
-42.357110284381,173.732920769146
-42.3513729796934,173.737071159771
-42.3335507140685,173.747080925396
-42.3341610656309,173.761241081646
-42.3331845031309,173.768077019146
-42.3297665343809,173.773936394146
-42.2919247375059,173.804942253521
-42.2767880187559,173.826304558209
-42.255059503131,173.871348503521
-42.2407772765684,173.890879753521
-42.214532159381,173.910166862896
-42.1956112609434,173.929209831646
-42.1908505187559,173.931162956646
-42.1591122375059,173.894053581646
-42.1478817687559,173.876475456646
-42.1326229796934,173.864268425396
-42.1035702453184,173.859507683209
-42.0939266906309,173.862681511334
-42.0956356750059,173.869883659771
-42.104668878131,173.876841667584
-42.1166317687559,173.880137566021
-42.1338436828185,173.881968620709
